name,prop,rank,num,show,value,list
生命值,FIGHT_PROP_HP,3,4,502,501.89998626708984,"[100.37999725341797, 129.05999755859375, 129.05999755859375, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,516,516.2399826049805,"[100.37999725341797, 129.05999755859375, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,531,530.5799789428711,"[100.37999725341797, 143.39999389648438, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,459,458.8800048828125,"[114.72000122070312, 114.72000122070312, 114.72000122070312, 114.72000122070312]"
生命值,FIGHT_PROP_HP,3,4,473,473.2200012207031,"[114.72000122070312, 114.72000122070312, 114.72000122070312, 129.05999755859375]"
生命值,FIGHT_PROP_HP,3,4,488,487.55999755859375,"[114.72000122070312, 114.72000122070312, 114.72000122070312, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,488,487.55999755859375,"[114.72000122070312, 114.72000122070312, 129.05999755859375, 129.05999755859375]"
生命值,FIGHT_PROP_HP,3,4,502,501.8999938964844,"[114.72000122070312, 114.72000122070312, 129.05999755859375, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,516,516.239990234375,"[114.72000122070312, 114.72000122070312, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,502,501.8999938964844,"[114.72000122070312, 129.05999755859375, 129.05999755859375, 129.05999755859375]"
生命值,FIGHT_PROP_HP,3,4,516,516.239990234375,"[114.72000122070312, 129.05999755859375, 129.05999755859375, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,531,530.5799865722656,"[114.72000122070312, 129.05999755859375, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,545,544.9199829101562,"[114.72000122070312, 143.39999389648438, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,516,516.239990234375,"[129.05999755859375, 129.05999755859375, 129.05999755859375, 129.05999755859375]"
生命值,FIGHT_PROP_HP,3,4,531,530.5799865722656,"[129.05999755859375, 129.05999755859375, 129.05999755859375, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,545,544.9199829101562,"[129.05999755859375, 129.05999755859375, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,559,559.2599792480469,"[129.05999755859375, 143.39999389648438, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,3,4,574,573.5999755859375,"[143.39999389648438, 143.39999389648438, 143.39999389648438, 143.39999389648438]"
生命值,FIGHT_PROP_HP,4,0,0,0,[]
生命值,FIGHT_PROP_HP,4,1,167,167.3000030517578,[167.3000030517578]
生命值,FIGHT_PROP_HP,4,1,191,191.1999969482422,[191.1999969482422]
生命值,FIGHT_PROP_HP,4,1,215,215.10000610351562,[215.10000610351562]
生命值,FIGHT_PROP_HP,4,1,239,239.0,[239.0]
生命值,FIGHT_PROP_HP,4,2,335,334.6000061035156,"[167.3000030517578, 167.3000030517578]"
生命值,FIGHT_PROP_HP,4,2,358,358.5,"[167.3000030517578, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,2,382,382.40000915527344,"[167.3000030517578, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,2,406,406.3000030517578,"[167.3000030517578, 239.0]"
生命值,FIGHT_PROP_HP,4,2,382,382.3999938964844,"[191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,2,406,406.3000030517578,"[191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,2,430,430.1999969482422,"[191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,2,430,430.20001220703125,"[215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,2,454,454.1000061035156,"[215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,2,478,478.0,"[239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,3,502,501.90000915527344,"[167.3000030517578, 167.3000030517578, 167.3000030517578]"
生命值,FIGHT_PROP_HP,4,3,526,525.8000030517578,"[167.3000030517578, 167.3000030517578, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,3,550,549.7000122070312,"[167.3000030517578, 167.3000030517578, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,3,574,573.6000061035156,"[167.3000030517578, 167.3000030517578, 239.0]"
生命值,FIGHT_PROP_HP,4,3,550,549.6999969482422,"[167.3000030517578, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,3,574,573.6000061035156,"[167.3000030517578, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,3,598,597.5,"[167.3000030517578, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,3,598,597.5000152587891,"[167.3000030517578, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,3,621,621.4000091552734,"[167.3000030517578, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,3,645,645.3000030517578,"[167.3000030517578, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,3,574,573.5999908447266,"[191.1999969482422, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,3,598,597.5,"[191.1999969482422, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,3,621,621.3999938964844,"[191.1999969482422, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,3,621,621.4000091552734,"[191.1999969482422, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,3,645,645.3000030517578,"[191.1999969482422, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,3,669,669.1999969482422,"[191.1999969482422, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,3,645,645.3000183105469,"[215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,3,669,669.2000122070312,"[215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,3,693,693.1000061035156,"[215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,3,717,717.0,"[239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,669,669.2000122070312,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 167.3000030517578]"
生命值,FIGHT_PROP_HP,4,4,693,693.1000061035156,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,4,717,717.0000152587891,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,741,740.9000091552734,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 239.0]"
生命值,FIGHT_PROP_HP,4,4,717,717.0,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,4,741,740.9000091552734,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,765,764.8000030517578,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,4,765,764.8000183105469,"[167.3000030517578, 167.3000030517578, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,789,788.7000122070312,"[167.3000030517578, 167.3000030517578, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,4,813,812.6000061035156,"[167.3000030517578, 167.3000030517578, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,741,740.8999938964844,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,4,765,764.8000030517578,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,789,788.6999969482422,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,4,789,788.7000122070312,"[167.3000030517578, 191.1999969482422, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,813,812.6000061035156,"[167.3000030517578, 191.1999969482422, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,4,836,836.5,"[167.3000030517578, 191.1999969482422, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,813,812.6000213623047,"[167.3000030517578, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,837,836.5000152587891,"[167.3000030517578, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,4,860,860.4000091552734,"[167.3000030517578, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,884,884.3000030517578,"[167.3000030517578, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,765,764.7999877929688,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,4,789,788.6999969482422,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,813,812.5999908447266,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,4,813,812.6000061035156,"[191.1999969482422, 191.1999969482422, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,836,836.5,"[191.1999969482422, 191.1999969482422, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,4,860,860.3999938964844,"[191.1999969482422, 191.1999969482422, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,837,836.5000152587891,"[191.1999969482422, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,860,860.4000091552734,"[191.1999969482422, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,4,884,884.3000030517578,"[191.1999969482422, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,908,908.1999969482422,"[191.1999969482422, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,860,860.4000244140625,"[215.10000610351562, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,4,884,884.3000183105469,"[215.10000610351562, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,4,908,908.2000122070312,"[215.10000610351562, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,932,932.1000061035156,"[215.10000610351562, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,4,956,956.0,"[239.0, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,837,836.5000152587891,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 167.3000030517578, 167.3000030517578]"
生命值,FIGHT_PROP_HP,4,5,860,860.4000091552734,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 167.3000030517578, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,5,884,884.3000183105469,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 167.3000030517578, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,908,908.2000122070312,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 167.3000030517578, 239.0]"
生命值,FIGHT_PROP_HP,4,5,884,884.3000030517578,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,5,908,908.2000122070312,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,932,932.1000061035156,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,5,932,932.1000213623047,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,956,956.0000152587891,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,980,979.9000091552734,"[167.3000030517578, 167.3000030517578, 167.3000030517578, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,908,908.1999969482422,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,5,932,932.1000061035156,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,956,956.0,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,5,956,956.0000152587891,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,980,979.9000091552734,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1004,1003.8000030517578,"[167.3000030517578, 167.3000030517578, 191.1999969482422, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,980,979.9000244140625,"[167.3000030517578, 167.3000030517578, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1004,1003.8000183105469,"[167.3000030517578, 167.3000030517578, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1028,1027.7000122070312,"[167.3000030517578, 167.3000030517578, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1052,1051.6000061035156,"[167.3000030517578, 167.3000030517578, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,932,932.0999908447266,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,5,956,956.0,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,980,979.8999938964844,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,5,980,979.9000091552734,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1004,1003.8000030517578,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1028,1027.6999969482422,"[167.3000030517578, 191.1999969482422, 191.1999969482422, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1004,1003.8000183105469,"[167.3000030517578, 191.1999969482422, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1028,1027.7000122070312,"[167.3000030517578, 191.1999969482422, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1052,1051.6000061035156,"[167.3000030517578, 191.1999969482422, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1076,1075.5,"[167.3000030517578, 191.1999969482422, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1028,1027.7000274658203,"[167.3000030517578, 215.10000610351562, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1052,1051.6000213623047,"[167.3000030517578, 215.10000610351562, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1076,1075.500015258789,"[167.3000030517578, 215.10000610351562, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1099,1099.4000091552734,"[167.3000030517578, 215.10000610351562, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1123,1123.3000030517578,"[167.3000030517578, 239.0, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,956,955.9999847412109,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 191.1999969482422, 191.1999969482422]"
生命值,FIGHT_PROP_HP,4,5,980,979.8999938964844,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 191.1999969482422, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1004,1003.7999877929688,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 191.1999969482422, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1004,1003.8000030517578,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1028,1027.6999969482422,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1052,1051.5999908447266,"[191.1999969482422, 191.1999969482422, 191.1999969482422, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1028,1027.7000122070312,"[191.1999969482422, 191.1999969482422, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1052,1051.6000061035156,"[191.1999969482422, 191.1999969482422, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1076,1075.5,"[191.1999969482422, 191.1999969482422, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1099,1099.3999938964844,"[191.1999969482422, 191.1999969482422, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1052,1051.6000213623047,"[191.1999969482422, 215.10000610351562, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1076,1075.500015258789,"[191.1999969482422, 215.10000610351562, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1099,1099.4000091552734,"[191.1999969482422, 215.10000610351562, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1123,1123.3000030517578,"[191.1999969482422, 215.10000610351562, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1147,1147.1999969482422,"[191.1999969482422, 239.0, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1076,1075.5000305175781,"[215.10000610351562, 215.10000610351562, 215.10000610351562, 215.10000610351562, 215.10000610351562]"
生命值,FIGHT_PROP_HP,4,5,1099,1099.4000244140625,"[215.10000610351562, 215.10000610351562, 215.10000610351562, 215.10000610351562, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1123,1123.3000183105469,"[215.10000610351562, 215.10000610351562, 215.10000610351562, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1147,1147.2000122070312,"[215.10000610351562, 215.10000610351562, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1171,1171.1000061035156,"[215.10000610351562, 239.0, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,4,5,1195,1195.0,"[239.0, 239.0, 239.0, 239.0, 239.0]"
生命值,FIGHT_PROP_HP,5,0,0,0,[]
生命值,FIGHT_PROP_HP,5,1,209,209.1300048828125,[209.1300048828125]
生命值,FIGHT_PROP_HP,5,1,239,239.0,[239.0]
生命值,FIGHT_PROP_HP,5,1,269,268.8800048828125,[268.8800048828125]
生命值,FIGHT_PROP_HP,5,1,299,298.75,[298.75]
生命值,FIGHT_PROP_HP,5,2,418,418.260009765625,"[209.1300048828125, 209.1300048828125]"
生命值,FIGHT_PROP_HP,5,2,448,448.1300048828125,"[209.1300048828125, 239.0]"
生命值,FIGHT_PROP_HP,5,2,478,478.010009765625,"[209.1300048828125, 268.8800048828125]"
生命值,FIGHT_PROP_HP,5,2,508,507.8800048828125,"[209.1300048828125, 298.75]"
生命值,FIGHT_PROP_HP,5,2,478,478.0,"[239.0, 239.0]"
生命值,FIGHT_PROP_HP,5,2,508,507.8800048828125,"[239.0, 268.8800048828125]"
生命值,FIGHT_PROP_HP,5,2,538,537.75,"[239.0, 298.75]"
生命值,FIGHT_PROP_HP,5,2,538,537.760009765625,"[268.8800048828125, 268.8800048828125]"
